adminPcode,name,male_population_2023,female_population_2023,population_2023,crude_birth_rate_2023
LK1203005,Kammalthura,2025,2025,4050,15
LK1203010,Pallansena North,2025,2024,4049,15
LK1203015,Kochchikade,2025,2024,4049,15
LK1203020,Pallansena South,2025,2024,4049,15
LK1203025,Daluwakotuwa,2025,2024,4049,15
LK1203030,Palangathure,2025,2024,4049,15
LK1203035,Ettukala,2025,2024,4049,15
LK1203040,Daluwakotuwa East,2025,2024,4049,15
LK1203045,Kattuwa,2025,2024,4049,15
LK1203050,Dalupotha East,2025,2024,4049,15
LK1203055,Dalupotha,2025,2024,4049,15
LK1203060,Kudapaduwa,2025,2024,4049,15
LK1203065,Kudapaduwa North,2025,2024,4049,15
LK1203070,Kudapaduwa South,2025,2024,4049,15
LK1203075,Wellaweediya,2025,2024,4049,15
LK1203080,Wellaweediya East,2025,2024,4049,15
LK1203085,Periyamulla,2025,2024,4049,15
LK1203090,Hunupitiya,2025,2024,4049,15
LK1203095,Angurukaramulla,2025,2024,4049,15
LK1203100,Udayarthoppuwa,2025,2024,4049,15
LK1203105,Wellaweediya South,2025,2024,4049,15
LK1203110,Muttakkarai North,2025,2024,4049,15
LK1203115,Doowa,2025,2024,4049,15
LK1203120,Pitipana North,2025,2024,4049,15
LK1203125,Pitipana Central,2025,2024,4049,15
LK1203130,Muttakkarai,2025,2024,4049,15
LK1203135,Muttakkarai East,2025,2024,4049,15
LK1203140,Thaladoowa,2025,2024,4049,15
LK1203145,Udayarthoppuwa South,2025,2024,4049,15
LK1203150,Bolawalana,2025,2024,4049,15
LK1203155,Kurana West,2025,2024,4049,15
LK1203160,Kurana East,2025,2024,4049,15
LK1203165,Siriwardana Pedesa,2025,2024,4049,15
LK1203170,Pitipana South - East,2025,2024,4049,15
LK1203175,Pitipana South - West,2025,2024,4049,15
LK1203180,Thalahena,2025,2024,4049,15
LK1203185,Dungalpitiya,2025,2024,4049,15
LK1203190,Settappaduwa,2025,2024,4049,15
LK1203195,Kepungoda,2025,2024,4049,15
LK1206,Katana,78974,78974,157948,15
LK1206005,Muruthana,1000,1000,2000,15
LK1206010,Manaveriya,1000,999,1999,15
LK1206015,Udangawa,1000,999,1999,15
LK1206020,Thoppuwa,1000,999,1999,15
LK1206025,Bambukuliya,1000,999,1999,15
LK1206030,Katana North,1000,999,1999,15
LK1206035,Katana East,1000,999,1999,15
LK1206040,Katana West,1000,999,1999,15
LK1206045,Maha Ethgala,1000,999,1999,15
LK1206050,Ethgala,1000,999,1999,15
LK1206055,Adikkandiya,1000,999,1999,15
LK1206060,Welihena North,1000,999,1999,15
LK1206065,Welihena South,1000,999,1999,15
LK1206070,Pahala Kandawala,1000,999,1999,15
LK1206075,Ethgala South,1000,999,1999,15
LK1206080,Ihala Kandawala,1000,999,1999,15
LK1206085,Kaluwarippuwa West,1000,999,1999,15
LK1206090,Kondagammulla,1000,999,1999,15
LK1206095,Katiyala,1000,999,1999,15
LK1206100,Kadirana North,1000,999,1999,15
LK1206105,K.C. De Silva Puraya,1000,999,1999,15
LK1206110,Thimbirigaskatuwa,1000,999,1999,15
LK1206115,Sellakanda,1000,999,1999,15
LK1206120,Katuwapitiya,1000,999,1999,15
LK1206125,Mahahunupitiya West,1000,999,1999,15
LK1206130,Mahahunupitiya East,1000,999,1999,15
LK1206135,Pahala Kadirana,1000,999,1999,15
LK1206140,Kadirana,1000,999,1999,15
LK1206145,Akkara 50,1000,999,1999,15
LK1206150,Kadirana South,1000,999,1999,15
LK1206155,Kimbulapitiya West,1000,999,1999,15
LK1206160,Kimbulapitiya North,1000,999,1999,15
LK1206165,Kimbulapitiya South,1000,999,1999,15
LK1206170,Kimbulapitiya Central,1000,999,1999,15
LK1206175,Andiambalama West,1000,999,1999,15
LK1206180,Walpola,1000,999,1999,15
LK1206185,Andiambalama East,1000,999,1999,15
LK1206190,Dewamottawa,1000,999,1999,15
LK1206195,Kovinna,1000,999,1999,15
LK1206200,Evariwatta,1000,999,1999,15
LK1206205,Air Force Camp,1000,999,1999,15
LK1206210,Kurana Katunayaka West,1000,999,1999,15
LK1206215,Kurana Katunayaka North,1000,999,1999,15
LK1206220,Kurana Katunayaka South,1000,999,1999,15
LK1206225,Katunayaka North,1000,999,1999,15
LK1206230,Katunayaka South,1000,999,1999,15
LK1206235,Walanagoda,1000,999,1999,15
LK1206240,Kalahapitiya,1000,999,1999,15
LK1206245,Madawala,1000,999,1999,15
LK1206250,Muthuwadiya,1000,999,1999,15
LK1206255,Liyanagemulla North,1000,999,1999,15
LK1206260,Liyanagemulla South,1000,999,1999,15
LK1206265,Amandoluwa,1000,999,1999,15
LK1206270,Thempala,1000,999,1999,15
LK1206275,Kuswala,1000,999,1999,15
LK1206280,Ganepola,1000,999,1999,15
LK1206285,Heenatiyana West,1000,999,1999,15
LK1206290,Heenatiyana South,1000,999,1999,15
LK1206295,Heenatiyana East,1000,999,1999,15
LK1206300,Raddolugama North A,1000,999,1999,15
LK1206305,Raddolugama North,1000,999,1999,15
LK1206310,Raddolugama South,1000,999,1999,15
LK1206315,Raddolugama South A,1000,999,1999,15
LK1206320,Raddoluwa North,1000,999,1999,15
LK1206325,Raddoluwa West,1000,999,1999,15
LK1206330,Seeduwa,1000,999,1999,15
LK1206335,Mookalangamuwa West,1000,999,1999,15
LK1206340,Mookalangamuwa East,1000,999,1999,15
LK1206345,Bandarawatta East,1000,999,1999,15
LK1206350,Bandarawatta West,1000,999,1999,15
LK1206355,Dambaduraya,1000,999,1999,15
LK1206360,Raddoluwa South,1000,999,1999,15
LK1206365,Lansiyawadiya,1000,999,1999,15
LK1206370,Kotugoda,1000,999,1999,15
LK1206375,Kasagahawatta,1000,999,1999,15
LK1206380,Udammita North,1000,999,1999,15
LK1206385,Alawathupitiya,1000,999,1999,15
LK1206390,Udammita South,1000,999,1999,15
LK1206395,Ambalammulla,1000,999,1999,15
LK1209,Divulapitiya,78974,78974,157948,15
LK1209005,Andimulla,643,642,1285,15
LK1209010,Ambalayaya,642,642,1284,15
LK1209015,Bolagala,642,642,1284,15
LK1209020,Otharawadiya,642,642,1284,15
LK1209025,Godigamuwa West,642,642,1284,15
LK1209030,Godigamuwa East,642,642,1284,15
LK1209035,Balawala,642,642,1284,15
LK1209040,Badalgama,642,642,1284,15
LK1209045,Delpakadawara,642,642,1284,15
LK1209050,Siringapathawatta,642,642,1284,15
LK1209055,Pethigoda,642,642,1284,15
LK1209060,Alugolla,642,642,1284,15
LK1209065,Polwatta,642,642,1284,15
LK1209070,Polhena,642,642,1284,15
LK1209075,Mellawagedara,642,642,1284,15
LK1209080,Diklanda,642,642,1284,15
LK1209085,Katukenda,642,642,1284,15
LK1209090,Akarangaha,642,642,1284,15
LK1209095,Kehelella West,642,642,1284,15
LK1209100,Lihiniyagammana,642,642,1284,15
LK1209105,Akaragama East,642,642,1284,15
LK1209110,Akaragama West,642,642,1284,15
LK1209115,Akaragama North,642,642,1284,15
LK1209120,Pahala Madampella,642,642,1284,15
LK1209125,Halpe 1,642,642,1284,15
LK1209130,Kaluwarippuwa East - Uthura,642,642,1284,15
LK1209135,Kongodamulla North,642,642,1284,15
LK1209140,Kongodamulla West,642,642,1284,15
LK1209145,Kongodamulla South,642,642,1284,15
LK1209150,Kongodamulla East,642,642,1284,15
LK1209155,Ihala Madampella North,642,642,1284,15
LK1209160,Ihala Madampella West,642,642,1284,15
LK1209165,Ihala Madampella East,642,642,1284,15
LK1209170,Ihalagama,642,642,1284,15
LK1209175,Kehelella South,642,642,1284,15
LK1209180,Kehelella North,642,642,1284,15
LK1209185,Delwagura,642,642,1284,15
LK1209190,Wekada,642,642,1284,15
LK1209195,Kalumada,642,642,1284,15
LK1209200,Agalegedara,642,642,1284,15
LK1209205,Waradala,642,642,1284,15
LK1209210,Kotadeniyawa,642,642,1284,15
LK1209215,Erabadda,642,642,1284,15
LK1209220,Diyagampala,642,642,1284,15
LK1209225,Koradaminna,642,642,1284,15
LK1209230,Dimbuldeniya,642,642,1284,15
LK1209235,Paragoda North,642,642,1284,15
LK1209240,Paragoda South,642,642,1284,15
LK1209245,Moragalkanda,642,642,1284,15
LK1209250,Nawana West,642,642,1284,15
LK1209255,Hettimulla,642,642,1284,15
LK1209260,Haloluwa,642,642,1284,15
LK1209265,Kelegedara,642,642,1284,15
LK1209270,Heeralugedara,642,642,1284,15
LK1209275,Walpita,642,642,1284,15
LK1209280,Welagana,642,642,1284,15
LK1209285,Thammita,642,642,1284,15
LK1209290,Palliyapitiya West,642,642,1284,15
LK1209295,Induragara North,642,642,1284,15
LK1209300,Induragara South,642,642,1284,15
LK1209305,Kadawala North,642,642,1284,15
LK1209310,Kadawala,642,642,1284,15
LK1209315,Kaluwarippuwa East - Dakuna,642,642,1284,15
LK1209320,Miriswatta,642,642,1284,15
LK1209325,Dagonna North,642,642,1284,15
LK1209330,Dagonna East,642,642,1284,15
LK1209335,Halgahawelawatta,642,642,1284,15
LK1209340,Katuwellegama North,642,642,1284,15
LK1209345,Kadawala South,642,642,1284,15
LK1209350,Batepola,642,642,1284,15
LK1209355,Doonagaha South,642,642,1284,15
LK1209360,Doonagaha,642,642,1284,15
LK1209365,Palliyapitiya East,642,642,1284,15
LK1209370,Hunumulla,642,642,1284,15
LK1209375,Hapugahagama,642,642,1284,15
LK1209380,Barawavila,642,642,1284,15
LK1209385,Kudagammana,642,642,1284,15
LK1209390,Pahala Madithiyawala,642,642,1284,15
LK1209395,Kaluaggala,642,642,1284,15
LK1209400,Kuleegedara,642,642,1284,15
LK1209405,Nawana East,642,642,1284,15
LK1209410,Nariyamulla,642,642,1284,15
LK1209415,Halpe 2,642,642,1284,15
LK1209420,Parana Halpe West,642,642,1284,15
LK1209425,Parana Halpe East,642,642,1284,15
LK1209430,Gurullagama,642,642,1284,15
LK1209435,Kithulwala Ihala,642,642,1284,15
LK1209440,Kithulwala Pahala,642,642,1284,15
LK1209445,Kithulwala North,642,642,1284,15
LK1209450,Kaluaggala Pahalagama,642,642,1284,15
LK1209455,Wattemulla,642,642,1284,15
LK1209460,Ihala Madithiyawala,642,642,1284,15
LK1209465,Hangawatta,642,642,1284,15
LK1209470,Rassapana,642,642,1284,15
LK1209475,Balagalla West,642,642,1284,15
LK1209480,Parana Handiya,642,642,1284,15
LK1209485,Pinnakele,642,642,1284,15
LK1209490,Pinnakele South,642,642,1284,15
LK1209495,Urapana,642,642,1284,15
LK1209500,Kelepitimulla,642,642,1284,15
LK1209505,Sayakkaramulla,642,642,1284,15
LK1209510,Henpitagedara,642,642,1284,15
LK1209515,Aluthepola West,642,642,1284,15
LK1209520,Thotillagahawatta,642,642,1284,15
LK1209525,Katuwellegama South,642,642,1284,15
LK1209530,Palugahawela,642,642,1284,15
LK1209535,Dagonna South,642,642,1284,15
LK1209540,Hapuwalana South,642,642,1284,15
LK1209545,Hapuwalana,642,642,1284,15
LK1209550,Bomugammana North,642,642,1284,15
LK1209555,Bomugammana South,642,642,1284,15
LK1209560,Pinnalanda,642,642,1284,15
LK1209565,Divulapitiya,642,642,1284,15
LK1209570,Balagalla East,642,642,1284,15
LK1209575,Ullalapola East,642,642,1284,15
LK1209580,Ullalapola West,642,642,1284,15
LK1209585,Wewagedara,642,642,1284,15
LK1209590,Horagasmulla,642,642,1284,15
LK1209595,Assennawatta East,642,642,1284,15
LK1209600,Hapuwalana North,642,642,1284,15
LK1209605,Assennawatta West,642,642,1284,15
LK1209610,Weragodamulla,642,642,1284,15
LK1209615,Aluthepola East,642,642,1284,15
LK1212,Mirigama,78974,78974,157948,15
LK1212005,Nalla,531,530,1061,15
LK1212010,Giriullagama,530,530,1060,15
LK1212015,Loluwagoda,530,530,1060,15
LK1212020,Delwala South,530,530,1060,15
LK1212025,Delwala,530,530,1060,15
LK1212030,Loluwagoda South,530,530,1060,15
LK1212035,Madurupitiya,530,530,1060,15
LK1212040,Hapugahagedara,530,530,1060,15
LK1212045,Kandangamuwa,530,530,1060,15
LK1212050,Henegama,530,530,1060,15
LK1212055,Maladeniya,530,530,1060,15
LK1212060,Kahandawa,530,530,1060,15
LK1212065,Kandalama,530,530,1060,15
LK1212070,Walbothale,530,530,1060,15
LK1212075,Pirisyala,530,530,1060,15
LK1212080,Kamarangawa,530,530,1060,15
LK1212085,Keenadeniya,530,530,1060,15
LK1212090,Bothale Pahalagama North,530,530,1060,15
LK1212095,Maveehena,530,530,1060,15
LK1212100,Kurunduwatta,530,530,1060,15
LK1212105,Purana Meerigama,530,530,1060,15
LK1212110,Hakurukumbura,530,530,1060,15
LK1212115,Mugurugampala,530,530,1060,15
LK1212120,Vilwatta,530,530,1060,15
LK1212125,Thawalampitiya,530,530,1060,15
LK1212130,Bothale Pahalagama,530,530,1060,15
LK1212135,Bothale Pahalagama West,530,530,1060,15
LK1212140,Bothale Medagama,530,530,1060,15
LK1212145,Bothale Pahalagama East,530,530,1060,15
LK1212150,Thalagama East,530,530,1060,15
LK1212155,Thalagama,530,530,1060,15
LK1212160,Balathawa,530,530,1060,15
LK1212165,Makoora,530,530,1060,15
LK1212170,Pottekanda,530,530,1060,15
LK1212175,Bothale Ihalagama,530,530,1060,15
LK1212180,Andagalakanda,530,530,1060,15
LK1212185,Halugama Ihala,530,530,1060,15
LK1212190,Kindiwala,530,530,1060,15
LK1212195,Halugama Pahala,530,530,1060,15
LK1212200,Meerigama,530,530,1060,15
LK1212205,Walawwatta,530,530,1060,15
LK1212210,Thilinagama,530,530,1060,15
LK1212215,Vijayarajadahana,530,530,1060,15
LK1212220,Neligama Ihala,530,530,1060,15
LK1212225,Neligama Central,530,530,1060,15
LK1212230,Neligama,530,530,1060,15
LK1212235,Lindara,530,530,1060,15
LK1212240,Halugama,530,530,1060,15
LK1212245,Siyambalagoda,530,530,1060,15
LK1212250,Lindara Pahala,530,530,1060,15
LK1212255,Pohonnaruwa,530,530,1060,15
LK1212260,Indiparape,530,530,1060,15
LK1212265,Kosetadeniya,530,530,1060,15
LK1212270,Imbulanwala,530,530,1060,15
LK1212275,Uduulla,530,530,1060,15
LK1212280,Gaspe,530,530,1060,15
LK1212285,Banduragoda,530,530,1060,15
LK1212290,Keppitiwalana,530,530,1060,15
LK1212295,Gaspe Pahalagama,530,530,1060,15
LK1212300,Galgana,530,530,1060,15
LK1212305,Pelapitigama,530,530,1060,15
LK1212310,Elhena,530,530,1060,15
LK1212315,Ganegoda,530,530,1060,15
LK1212320,Hiriwala,530,530,1060,15
LK1212325,Handurumulla,530,530,1060,15
LK1212330,Pamunuwatta,530,530,1060,15
LK1212335,Lindara Ihala,530,530,1060,15
LK1212340,Arukgoda,530,530,1060,15
LK1212345,Madabavita,530,530,1060,15
LK1212350,Madabavita Ihalagama,530,530,1060,15
LK1212355,Newgala,530,530,1060,15
LK1212360,Danovita,530,530,1060,15
LK1212365,Weweldeniya Pahalagama,530,530,1060,15
LK1212370,Weweldeniya Pahalagama West,530,530,1060,15
LK1212375,Henepola,530,530,1060,15
LK1212380,Palmada,530,530,1060,15
LK1212385,Kal/ Pallewela,530,530,1060,15
LK1212390,Raddalgoda,530,530,1060,15
LK1212395,Ihala Bokalagama,530,530,1060,15
LK1212400,Pahala Bokalagama,530,530,1060,15
LK1212405,Kukulnape,530,530,1060,15
LK1212410,Gaspe South,530,530,1060,15
LK1212415,Muddaragama,530,530,1060,15
LK1212420,Hanchapola,530,530,1060,15
LK1212425,Hirikuluwa,530,530,1060,15
LK1212430,Pathagama,530,530,1060,15
LK1212435,Borukgamuwa West,530,530,1060,15
LK1212440,Borukgamuwa,530,530,1060,15
LK1212445,Pallewela,530,530,1060,15
LK1212450,Weragoda/ Kakkele,530,530,1060,15
LK1212455,Hansagiriya,530,530,1060,15
LK1212460,Wellevilamulla North,530,530,1060,15
LK1212465,Wellevilamulla,530,530,1060,15
LK1212470,Udawela,530,530,1060,15
LK1212475,Hapitigama,530,530,1060,15
LK1212480,Makkanigoda North,530,530,1060,15
LK1212485,Pahalawela,530,530,1060,15
LK1212490,Millawala,530,530,1060,15
LK1212495,Weweldeniya Ihalagama West,530,530,1060,15
LK1212500,Weweldeniya Ihalagama,530,530,1060,15
LK1212505,Kotadeniya,530,530,1060,15
LK1212510,Ilukpatha/ Weragoda,530,530,1060,15
LK1212515,Hedidenikanda,530,530,1060,15
LK1212520,Radawadunna,530,530,1060,15
LK1212525,Bataleeya,530,530,1060,15
LK1212530,Bataleeya South,530,530,1060,15
LK1212535,Bolana,530,530,1060,15
LK1212540,Mallehewa,530,530,1060,15
LK1212545,Webadamulla,530,530,1060,15
LK1212550,Weragoda,530,530,1060,15
LK1212555,Midellawala,530,530,1060,15
LK1212560,Kendalanda,530,530,1060,15
LK1212565,Nungamuwa,530,530,1060,15
LK1212570,Uthuwanbogahawatta,530,530,1060,15
LK1212575,Maligathenna Pahala,530,530,1060,15
LK1212580,Maligathenna Central,530,530,1060,15
LK1212585,Wandurawa,530,530,1060,15
LK1212590,Galgamuwa West,530,530,1060,15
LK1212595,Galgamuwa East,530,530,1060,15
LK1212600,Kumbaloluwa,530,530,1060,15
LK1212605,Kumbaloluwa Ihala,530,530,1060,15
LK1212610,Kumbaloluwa Pahala,530,530,1060,15
LK1212615,Dumunnegedara South,530,530,1060,15
LK1212620,Dumunnegedara,530,530,1060,15
LK1212625,Pasyala,530,530,1060,15
LK1212630,Pasyala West,530,530,1060,15
LK1212635,Muruthawala,530,530,1060,15
LK1212640,Kithanawatta,530,530,1060,15
LK1212645,Kammalpitiya,530,530,1060,15
LK1212650,Radawadunna Central,530,530,1060,15
LK1212655,Imbulgasovita,530,530,1060,15
LK1212660,Radawadunna Pahala,530,530,1060,15
LK1212665,Weerasooriyakanda,530,530,1060,15
LK1212670,Pasyala East,530,530,1060,15
LK1212675,Udugama,530,530,1060,15
LK1212680,Panawala,530,530,1060,15
LK1212685,Delgahamedilla,530,530,1060,15
LK1212690,Mottunna West,530,530,1060,15
LK1212695,Mottunna,530,530,1060,15
LK1212700,Maligathenna,530,530,1060,15
LK1212705,Kureekotuwa,530,530,1060,15
LK1212710,Hakwadunna,530,530,1060,15
LK1212715,Kureekotuwa Pahala,530,530,1060,15
LK1212720,Ellalamulla,530,530,1060,15
LK1212725,Debahera,530,530,1060,15
LK1212730,Mawathahena,530,530,1060,15
LK1212735,Meevitiya,530,530,1060,15
LK1212740,Ketakalapitiya,530,530,1060,15
LK1212745,Dambutuwa,530,530,1060,15
LK1215,Minuwangoda,78974,78974,157948,15
LK1215005,Medemulla North,653,653,1306,15
LK1215010,Nilpanagoda West,653,652,1305,15
LK1215015,Nilpanagoda East,653,652,1305,15
LK1215020,Nilpanagoda,653,652,1305,15
LK1215025,Arangawa,653,652,1305,15
LK1215030,Horampella North,653,652,1305,15
LK1215035,Galkanda,653,652,1305,15
LK1215040,Bodhipihituwala,653,652,1305,15
LK1215045,Watinapaha,653,652,1305,15
LK1215050,Mabodala West,653,652,1305,15
LK1215055,Mabodala North,653,652,1305,15
LK1215060,Ihala Vithanamulla,653,652,1305,15
LK1215065,Nalapaha,653,652,1305,15
LK1215070,Pahala Vithanamulla,653,652,1305,15
LK1215075,Mabodala East,653,652,1305,15
LK1215080,Mabodala South,653,652,1305,15
LK1215085,Watinapaha South,653,652,1305,15
LK1215090,Wankepumulla,653,652,1305,15
LK1215095,Kamaragoda,653,652,1305,15
LK1215100,Kudagoda,653,652,1305,15
LK1215105,Horampella South,653,652,1305,15
LK1215110,Mahagama,653,652,1305,15
LK1215115,Wegowwa South,653,652,1305,15
LK1215120,Minuwangoda East,653,652,1305,15
LK1215125,Minuwangoda North,653,652,1305,15
LK1215130,Medemulla South,653,652,1305,15
LK1215135,Boragodawatta North,653,652,1305,15
LK1215140,Yatiyana,653,652,1305,15
LK1215145,Peellawatta,653,652,1305,15
LK1215150,Unnaruwa,653,652,1305,15
LK1215155,Yatiyana Central,653,652,1305,15
LK1215160,Yatiyana East,653,652,1305,15
LK1215165,Kopiwatta,653,652,1305,15
LK1215170,Boragodawatta South,653,652,1305,15
LK1215175,Minuwangoda West,653,652,1305,15
LK1215180,Meda Minuwangoda,653,652,1305,15
LK1215185,Pansilgoda,653,652,1305,15
LK1215190,Wegowwa East,653,652,1305,15
LK1215195,Helakandana,653,652,1305,15
LK1215200,Peralanda,653,652,1305,15
LK1215205,Dewalapola,653,652,1305,15
LK1215210,Wadumulla,653,652,1305,15
LK1215215,Metikotumulla,653,652,1305,15
LK1215220,Essella,653,652,1305,15
LK1215225,Yatagama,653,652,1305,15
LK1215230,Naiwala North,653,652,1305,15
LK1215235,Naiwala East,653,652,1305,15
LK1215240,Naiwala West,653,652,1305,15
LK1215245,Walpitamulla,653,652,1305,15
LK1215250,Balabowa,653,652,1305,15
LK1215255,Balabowa West,653,652,1305,15
LK1215260,Pethiyagoda North,653,652,1305,15
LK1215265,Gallegedara,653,652,1305,15
LK1215270,Ganihimulla,653,652,1305,15
LK1215275,Hendimahara,653,652,1305,15
LK1215280,Kalawana,653,652,1305,15
LK1215285,Wattegedara,653,652,1305,15
LK1215290,Ambagahawatta,653,652,1305,15
LK1215295,Galloluwa East,653,652,1305,15
LK1215300,Galloluwa,653,652,1305,15
LK1215305,Kalahugoda,653,652,1305,15
LK1215310,Polwatta West,653,652,1305,15
LK1215315,Polwatta East,653,652,1305,15
LK1215320,Pattanduwana North,653,652,1305,15
LK1215325,Ellangala,653,652,1305,15
LK1215330,Burullapitiya,653,652,1305,15
LK1215335,Mathammana,653,652,1305,15
LK1215340,Weediyawatta East,653,652,1305,15
LK1215345,Goigama,653,652,1305,15
LK1215350,Ihala Udugampala,653,652,1305,15
LK1215355,Pethiyagoda South,653,652,1305,15
LK1215360,Korase,653,652,1305,15
LK1215365,Korase Meda,653,652,1305,15
LK1215370,Marapola,653,652,1305,15
LK1215375,Vigoda,653,652,1305,15
LK1215380,Doranagoda East,653,652,1305,15
LK1215385,Korase East,653,652,1305,15
LK1215390,Doranagoda North,653,652,1305,15
LK1215395,Doranagoda West,653,652,1305,15
LK1215400,Pahala Udugampola East,653,652,1305,15
LK1215405,Pahala Udugampola North,653,652,1305,15
LK1215410,Pahala Udugampola West,653,652,1305,15
LK1215415,Weediyawatta West,653,652,1305,15
LK1215420,Welhena,653,652,1305,15
LK1215425,Weliya,653,652,1305,15
LK1215430,Pattanduwana,653,652,1305,15
LK1215435,Pattanduwana West,653,652,1305,15
LK1215440,Yagodamulla North,653,652,1305,15
LK1215445,Yagodamulla,653,652,1305,15
LK1215450,Uggalboda West,653,652,1305,15
LK1215455,Uggalboda,653,652,1305,15
LK1215460,Kehelbaddara West,653,652,1305,15
LK1215465,Kehelbaddara East,653,652,1305,15
LK1215470,Pahala Udugampola South,653,652,1305,15
LK1215475,Asgiriwalpola North,653,652,1305,15
LK1215480,Dombawala,653,652,1305,15
LK1215485,Pedipola,653,652,1305,15
LK1215490,Doranagoda South,653,652,1305,15
LK1215495,Wathumulla,653,652,1305,15
LK1215500,Asgiriya North,653,652,1305,15
LK1215505,Asgiriya South,653,652,1305,15
LK1215510,Asgiriya,653,652,1305,15
LK1215515,Asgiriya West,653,652,1305,15
LK1215520,Asgiriwalpola South,653,652,1305,15
LK1215525,Asgiriwalpola West,653,652,1305,15
LK1215530,Madelgamuwa East,653,652,1305,15
LK1215535,Batapotha,653,652,1305,15
LK1215540,Nedagamuwa North,653,652,1305,15
LK1215545,Nedagamuwa South,653,652,1305,15
